143,10
127,6
121,4
11,3
123,4
1,7
141,10
199,10
84,5
28,9
71,9
16,1
131,2
169,6
14,8
101,4
82,8
189,3
61,7
182,7
86,2
50,8
106,3
191,3
200,4
149,9
77,10
36,3
197,4
22,7
107,3
134,9
19,5
126,7
113,3
52,6
137,2
4,1
88,5
135,7
114,5
38,9
57,6
190,7
117,8
108,7
85,6
74,5
64,6
31,3
161,1
60,10
153,10
158,6
25,3
147,1
20,10
144,8
96,10
97,9
150,5
44,9
160,4
30,7
56,9
155,4
151,1
146,10
166,2
46,4
37,3
42,6
55,5
175,9
154,9
51,2
168,3
73,6
7,9
100,6
33,2
102,4
45,10
105,8
165,6
81,1
90,1
27,5
128,9
103,8
94,9
17,9
173,8
18,2
132,1
157,7
