7,4
40,9
84,3
162,9
16,6
104,3
111,1
85,4
34,1
1,7
53,10
39,1
170,8
19,8
51,2
95,8
48,8
161,10
57,9
56,2
159,8
181,9
132,7
62,4
160,10
21,5
143,5
50,1
35,4
8,1
36,4
22,10
121,7
72,9
5,8
14,6
150,8
68,10
112,8
194,10
140,5
199,10
116,7
190,9
185,2
120,5
64,9
146,10
130,5
196,6
175,7
197,7
43,9
113,2
128,3
61,6
99,6
195,3
79,3
27,1
155,3
25,3
147,5
180,4
179,2
118,8
172,1
47,10
86,9
44,2
171,1
74,5
156,8
174,10
17,3
9,7
10,5
103,10
107,10
3,2
97,2
123,10
110,10
15,8
165,10
158,9
169,10
183,3
65,3
82,2
151,1
119,2
71,9
88,1
89,2
2,3
4,1
20,8
