66,9
121,10
37,1
188,8
75,6
160,3
101,8
69,6
18,9
16,5
110,2
113,3
176,2
112,3
199,4
36,9
1,6
133,7
83,1
185,1
191,4
180,2
42,5
93,8
165,2
84,2
59,6
76,7
178,8
129,9
85,1
166,1
80,5
33,7
34,5
90,5
22,4
196,2
173,10
55,3
30,8
14,10
67,6
132,5
99,7
61,8
124,10
102,7
153,6
26,7
68,2
139,3
10,1
88,10
41,3
6,4
74,10
89,6
32,8
120,2
167,1
77,7
97,4
43,4
98,4
187,6
140,6
58,6
152,2
86,7
91,1
156,3
63,2
108,6
125,5
29,7
2,1
96,10
60,3
28,10
155,10
135,4
122,6
95,9
169,8
111,7
50,8
134,2
38,10
53,4
70,1
184,1
21,2
40,8
31,1
175,3
192,9
200,10
146,6
23,7
150,5
78,6
168,3
72,2
46,10
161,4
57,8
5,7
164,8
198,7
35,4
142,3
48,6
119,10
177,3
25,6
27,7
123,8
138,3
172,1
149,8
3,1
87,7
39,5
15,8
128,10
81,5
157,3
62,1
105,8
20,3
49,7
45,8
82,1
126,5
127,4
11,10
