97,9
84,7
46,7
4,4
30,10
168,7
89,9
74,9
26,9
31,3
7,2
9,10
75,10
88,2
192,9
16,5
58,2
25,6
182,1
79,4
50,6
106,7
63,6
64,7
165,1
45,4
157,8
27,5
131,6
199,10
154,4
98,8
155,5
21,2
66,2
133,4
47,7
177,1
176,7
67,10
125,2
14,1
33,1
149,10
60,2
52,9
137,3
24,5
20,6
51,7
174,8
121,5
103,1
48,2
138,2
150,5
49,3
83,7
23,3
116,7
39,1
162,8
90,2
5,5
194,3
185,1
35,3
29,9
8,4
160,1
147,9
191,10
18,9
146,9
42,2
183,2
61,5
109,1
127,6
129,6
140,9
3,2
180,5
36,2
53,8
96,2
72,5
95,5
190,3
82,1
19,7
76,9
123,4
93,7
141,4
68,4
143,7
2,10
111,10
159,5
15,7
43,4
100,4
135,4
197,6
163,6
117,4
57,4
13,10
151,1
158,6
196,10
86,1
181,1
77,8
114,2
102,2
59,5
85,6
188,1
139,1
132,10
44,9
69,6
130,8
175,7
178,9
105,8
54,2
186,5
