120,4
82,9
199,6
163,9
42,10
139,2
152,4
168,4
190,2
17,9
180,8
185,8
89,3
56,6
103,1
90,2
1,3
7,6
130,5
188,1
198,3
200,9
83,4
87,6
167,2
43,5
136,5
141,8
18,3
150,9
132,7
81,2
65,8
75,3
30,3
195,10
101,3
47,4
116,2
61,7
166,5
178,6
34,8
179,5
155,1
137,5
183,5
151,1
117,3
123,7
71,9
97,5
156,7
193,5
109,2
16,8
36,7
35,10
60,1
133,2
25,9
143,6
187,1
62,8
169,2
64,6
46,6
91,10
138,1
55,3
192,4
33,4
114,1
161,1
197,9
4,5
40,9
52,5
112,2
96,1
142,5
157,6
106,9
113,10
10,9
147,2
85,9
2,7
26,9
12,10
129,3
73,9
186,1
93,3
153,5
121,10
158,9
32,1
159,2
21,3
145,8
22,8
182,8
79,7
8,10
57,6
39,10
149,2
125,5
3,8
115,8
110,5
126,10
134,1
27,1
37,3
67,7
44,6
59,8
127,4
172,4
29,2
108,10
68,6
176,3
98,9
80,9
53,1
128,3
38,4
