80,4
7,5
15,3
197,8
156,1
72,9
40,6
21,1
39,5
91,6
77,8
54,4
11,7
135,4
125,10
155,2
93,3
122,1
167,8
142,6
99,6
47,2
111,8
65,8
154,7
9,7
149,2
36,3
22,7
71,10
146,3
162,6
108,7
184,1
75,1
44,9
43,5
14,3
123,9
67,6
37,4
5,2
79,5
129,5
193,6
16,3
141,6
2,8
118,9
100,5
169,7
38,8
58,6
81,1
200,9
117,1
186,6
173,3
151,2
189,3
110,9
119,7
183,7
52,8
60,1
4,10
157,9
134,5
12,3
195,7
51,4
68,8
172,10
88,7
86,3
30,5
24,5
115,5
168,10
145,10
48,6
64,1
70,4
196,1
76,7
198,6
105,7
121,10
26,7
165,3
55,7
17,3
49,6
112,2
185,2
178,9
124,5
23,4
66,2
181,2
180,7
8,7
126,10
61,10
171,10
191,2
28,9
27,10
83,1
87,1
164,3
163,10
174,9
182,5
102,1
90,7
94,10
130,6
53,10
73,2
85,1
57,2
97,3
18,10
74,7
190,1
113,7
101,8
62,2
159,10
32,9
158,2
89,10
188,4
147,9
136,4
144,3
120,9
179,7
137,8
84,1
45,3
3,4
133,4
143,2
59,8
13,4
41,8
166,10
1,5
138,6
176,2
152,2
114,8
160,8
46,2
10,6
6,3
92,3
127,3
187,7
161,2
107,4
69,9
78,4
42,5
194,6
132,7
153,10
25,6
177,1
33,3
82,1
31,5
20,5
150,6
96,6
192,5
139,5
35,3
95,7
98,10
103,10
63,10
19,7
